serialnumber,CruiseNumber,day,month,year,time,Site,STATION,latitude,longitude,CTD,Depth,Bottle1,Bottle2,Bottle3,FilteredVolume,Chlorophyll_c3,Chlorophyll_c2,Chlorophyll_c1,Chlorophyll_c-like1,sum_Chld_a,Peridinin,sum_Phbd_a,19'-Butanoyloxyfucoxanthin,Fucoxanthin,Neoxanthin,Prasinoxanthin,Violaxanthin,19'-Hexanoyloxyfucoxanthin,Diadinoxanthin,Alloxanthin,Diatoxanthin,Zeaxanthin,Lutein,Divinyl_Chlorophyll_b,Chlorophyll_b,TChlb,Bacteriochlorophyll_a,Divinyl_Chlorophyll_a,Chla,Tchla,Sum_carotene_a_+_b,Phaeophytin_a,DP,Flags,ap_measurement,APsample1,APsample2,APsample3,picoChla,nanoChla,microChla
2201,78,27,8,2008,9.70,Boussole,B0781008,43.36,7.896,10,30,8,-9,-9,1.52,0.2654,0.3437,-1.0000,-1.0000,0.0239,0.5085,0.0650,0.2535,0.1989,0.0888,0.0647,0.0094,1.2766,0.1239,0.0292,-1.0000,0.1027,-1.0000,-1.0000,0.3676,0.3676,0.0029,-1.0000,2.6894,2.7133,0.0790,0.0255,3.1846,B,OUTonly,b078-45,nosample,nosample,0.3916,1.4719,0.8498
2202,78,27,8,2008,9.70,Boussole,B0781009,43.36,7.896,10,19,9,-9,-9,1.52,0.0599,0.0856,-1.0000,-1.0000,0.0076,0.0939,0.0146,0.1015,0.0349,0.0043,0.0052,0.0049,0.2826,0.0503,0.0026,0.0042,0.0463,-1.0000,-1.0000,0.0390,0.0390,0.0020,-1.0000,0.6796,0.6872,0.0294,0.0060,0.6568,B,OUTonly,b078-46,nosample,nosample,0.0829,0.4143,0.1900
2203,78,27,8,2008,9.70,Boussole,B0781010,43.36,7.896,10,10,10,-9,-9,1.52,0.0174,0.0240,-1.0000,-1.0000,0.0037,0.0166,-1.0000,0.0234,0.0182,-1.0000,0.0016,0.0029,0.0908,0.0298,-1.0000,0.0034,0.0386,-1.0000,-1.0000,0.0169,0.0169,0.0016,-1.0000,0.2693,0.2730,0.0129,0.0026,0.2228,B,OUTonly,b078-47,nosample,nosample,0.0616,0.1513,0.0601
2204,78,27,8,2008,9.70,Boussole,B0781011,43.36,7.896,10,5,11,-9,-9,1.52,-1.0000,0.0113,-1.0000,-1.0000,0.0034,0.0137,-1.0000,0.0103,0.0105,-1.0000,-1.0000,0.0033,0.0373,0.0243,-1.0000,0.0030,0.0393,-1.0000,-1.0000,0.0111,0.0111,0.0014,-1.0000,0.1516,0.1551,0.0107,-1.0000,0.1301,B,OUTonly,b078-48,nosample,nosample,0.0537,0.0608,0.0407
2205,79,16,9,2008,9.78,Boussole,B0790101,43.367,7.892,1,200,1,-9,-9,2.35,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0039,0.0039,-1.0000,-1.0000,0.0000,B,OUTonly,b079-04,nosample,nosample,0.0000,0.0000,0.0000
2206,79,16,9,2008,9.78,Boussole,B0790102,43.367,7.892,1,150,2,-9,-9,2.35,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0019,-1.0000,-1.0000,-1.0000,0.0059,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0093,0.0093,-1.0000,-1.0000,0.0102,B,OUTonly,b079-05,nosample,nosample,0.0000,0.0069,0.0024
2207,79,16,9,2008,9.78,Boussole,B0790103,43.367,7.892,1,81,3,-9,-9,2.35,0.0025,0.0015,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0040,0.0083,-1.0000,-1.0000,-1.0000,0.0155,0.0012,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0374,0.0374,-1.0000,-1.0000,0.0328,B,OUTonly,b079-06,nosample,nosample,0.0000,0.0241,0.0133
2208,79,16,9,2008,9.78,Boussole,B0790104,43.367,7.892,1,71,4,-9,-9,2.35,0.0036,0.0023,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0064,0.0131,-1.0000,-1.0000,-1.0000,0.0212,0.0012,-1.0000,-1.0000,0.0018,-1.0000,-1.0000,0.0023,0.0023,-1.0000,-1.0000,0.0526,0.0526,-1.0000,-1.0000,0.0515,B,OUTonly,b079-07,nosample,nosample,0.0040,0.0298,0.0189
2209,79,16,9,2008,9.78,Boussole,B0790105,43.367,7.892,1,58,5,-9,-9,2.35,0.0129,0.0065,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0143,0.0284,-1.0000,-1.0000,-1.0000,0.0451,0.0031,-1.0000,-1.0000,0.0010,-1.0000,-1.0000,0.0060,0.0060,-1.0000,-1.0000,0.1133,0.1133,-1.0000,-1.0000,0.1092,B,OUTonly,b079-08,nosample,nosample,0.0072,0.0646,0.0415
2210,79,16,9,2008,9.78,Boussole,B0790106,43.367,7.892,1,51,6,-9,-9,2.35,0.0290,0.0200,-1.0000,-1.0000,-1.0000,0.0093,-1.0000,0.0323,0.0590,-1.0000,-1.0000,-1.0000,0.0801,0.0062,-1.0000,-1.0000,0.0032,-1.0000,-1.0000,0.0131,0.0131,-1.0000,-1.0000,0.2298,0.2298,0.0058,0.0027,0.2253,B,OUTonly,b079-09,nosample,nosample,0.0163,0.1153,0.0982
2211,79,16,9,2008,9.78,Boussole,B0790107,43.367,7.892,1,41,7,-9,-9,2.35,0.0818,0.0737,-1.0000,-1.0000,0.0057,0.0307,0.0242,0.0555,0.1527,0.0242,0.0085,0.0021,0.2639,0.0222,0.0061,-1.0000,0.0131,-1.0000,-1.0000,0.1013,0.1013,0.0004,-1.0000,0.7458,0.7515,0.0229,0.0076,0.7304,B,OUTonly,b079-10,nosample,nosample,0.1169,0.3686,0.2661
2212,79,16,9,2008,9.78,Boussole,B0790109,43.367,7.892,1,20,9,-9,-9,2.35,0.0074,0.0091,-1.0000,-1.0000,-1.0000,0.0048,-1.0000,0.0118,0.0043,-1.0000,-1.0000,-1.0000,0.0457,0.0070,-1.0000,0.0010,0.0150,-1.0000,-1.0000,0.0093,0.0093,0.0009,-1.0000,0.1146,0.1146,0.0040,-1.0000,0.0973,B,OUTonly,b079-12,nosample,nosample,0.0263,0.0732,0.0151
2213,79,16,9,2008,9.78,Boussole,B0790110,43.367,7.892,1,10,10,-9,-9,2.35,0.0034,0.0084,-1.0000,-1.0000,-1.0000,0.0040,-1.0000,0.0086,0.0089,0.0010,0.0008,0.0012,0.0353,0.0099,0.0005,0.0010,0.0389,-1.0000,-1.0000,0.0124,0.0124,0.0012,0.0129,0.1391,0.1520,0.0099,-1.0000,0.1123,B,OUTonly,b079-13,nosample,nosample,0.0622,0.0652,0.0246
2214,79,16,9,2008,9.78,Boussole,B0790111,43.367,7.892,1,3,11,-9,-9,2.35,0.0032,0.0069,-1.0000,-1.0000,-1.0000,0.0039,-1.0000,0.0069,0.0081,-1.0000,-1.0000,0.0010,0.0290,0.0082,0.0007,0.0007,0.0373,-1.0000,-1.0000,0.0108,0.0108,0.0012,0.0126,0.1199,0.1325,0.0086,0.0124,0.0996,B,OUTonly,b079-14,nosample,nosample,0.0572,0.0528,0.0225
2215,79,17,9,2008,8.05,Boussole,B0790801,43.369,7.901,8,200,1,-9,-9,2.29,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0014,0.0014,-1.0000,-1.0000,0.0000,B,OUTonly,removed,nosample,nosample,0.0000,0.0000,0.0000
2216,79,17,9,2008,8.05,Boussole,B0790802,43.369,7.901,8,150,2,-9,-9,2.29,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0014,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0026,0.0026,-1.0000,-1.0000,0.0012,B,OUTonly,removed,nosample,nosample,0.0026,0.0000,0.0000
2217,79,17,9,2008,8.05,Boussole,B0790803,43.369,7.901,8,81,3,-9,-9,2.29,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0025,-1.0000,-1.0000,-1.0000,0.0044,-1.0000,-1.0000,-1.0000,0.0007,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0111,0.0111,-1.0000,-1.0000,0.0097,B,OUTonly,removed,nosample,nosample,0.0007,0.0064,0.0040
2218,79,17,9,2008,8.05,Boussole,B0790804,43.369,7.901,8,70,4,-9,-9,2.29,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0024,0.0075,-1.0000,-1.0000,-1.0000,0.0082,0.0006,-1.0000,-1.0000,0.0009,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0247,0.0247,-1.0000,-1.0000,0.0226,B,OUTonly,b079-20,nosample,nosample,0.0008,0.0123,0.0116
2219,79,17,9,2008,8.05,Boussole,B0790805,43.369,7.901,8,60,5,-9,-9,2.29,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0047,0.0099,-1.0000,-1.0000,-1.0000,0.0117,0.0010,-1.0000,-1.0000,0.0009,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0378,0.0378,-1.0000,-1.0000,0.0312,B,OUTonly,b079-21,nosample,nosample,0.0009,0.0200,0.0169
2220,79,17,9,2008,8.05,Boussole,B0790806,43.369,7.901,8,50,6,-9,-9,2.29,0.0094,0.0071,-1.0000,-1.0000,-1.0000,0.0050,-1.0000,0.0147,0.0283,-1.0000,-1.0000,-1.0000,0.0310,0.0026,-1.0000,-1.0000,0.0019,-1.0000,-1.0000,0.0052,0.0052,-1.0000,-1.0000,0.1044,0.1044,0.0028,-1.0000,0.0984,B,OUTonly,b079-22,nosample,nosample,0.0073,0.0473,0.0498
2221,79,17,9,2008,8.05,Boussole,B0790807,43.369,7.901,8,40,7,-9,-9,2.29,0.0249,0.0231,-1.0000,-1.0000,0.0016,0.0084,-1.0000,0.0379,0.0643,0.0015,0.0030,-1.0000,0.0756,0.0077,0.0012,-1.0000,0.0072,0.0003,-1.0000,0.0183,0.0183,-1.0000,-1.0000,0.2997,0.3014,0.0072,0.0029,0.2372,B,OUTonly,b079-23,nosample,nosample,0.0314,0.1398,0.1303
2222,79,17,9,2008,8.05,Boussole,B0790808,43.369,7.901,8,30,8,-9,-9,2.29,0.0557,0.0774,-1.0000,-1.0000,0.0037,0.0368,-1.0000,0.0777,0.0436,0.0171,0.0046,0.0017,0.2918,0.0214,0.0029,0.0015,0.0208,0.0018,-1.0000,0.0606,0.0606,0.0009,-1.0000,0.6465,0.6502,0.0128,0.0052,0.5920,B,OUTonly,b079-24,nosample,nosample,0.0869,0.4388,0.1245
2223,79,17,9,2008,8.05,Boussole,B0790809,43.369,7.901,8,20,9,-9,-9,2.29,0.0115,0.0167,-1.0000,-1.0000,0.0025,0.0117,-1.0000,0.0207,0.0085,-1.0000,-1.0000,0.0011,0.0711,0.0124,0.0012,0.0011,0.0276,-1.0000,-1.0000,0.0148,0.0148,0.0016,0.0039,0.1885,0.1948,0.0070,-1.0000,0.1654,B,OUTonly,b079-25,nosample,nosample,0.0456,0.1157,0.0335
2224,79,17,9,2008,8.05,Boussole,B0790810,43.369,7.901,8,10,10,-9,-9,2.29,0.0037,0.0076,-1.0000,-1.0000,-1.0000,0.0033,-1.0000,0.0062,0.0061,-1.0000,-1.0000,0.0015,0.0371,0.0085,0.0009,0.0007,0.0372,-1.0000,-1.0000,0.0108,0.0108,0.0016,0.0129,0.1247,0.1376,0.0091,0.0186,0.1060,B,OUTonly,b079-26,nosample,nosample,0.0557,0.0647,0.0172
2225,79,17,9,2008,8.05,Boussole,B0790811,43.369,7.901,8,4,11,-9,-9,2.29,-1.0000,0.0045,-1.0000,-1.0000,-1.0000,0.0029,-1.0000,0.0042,0.0043,-1.0000,-1.0000,0.0012,0.0237,0.0061,0.0010,0.0010,0.0310,-1.0000,-1.0000,0.0083,0.0083,0.0009,0.0090,0.1055,0.1144,0.0067,-1.0000,0.0774,B,OUTonly,b079-27,nosample,nosample,0.0518,0.0476,0.0150
2226,79,17,9,2008,12.35,Boussole,B0790901,43.364,7.906,9,199,1,-9,-9,2.29,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0024,0.0024,-1.0000,-1.0000,0.0000,B,OUTonly,b079-28,nosample,nosample,0.0000,0.0000,0.0000
2227,79,17,9,2008,12.35,Boussole,B0790902,43.364,7.906,9,146,2,-9,-9,2.29,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0009,-1.0000,-1.0000,-1.0000,0.0022,-1.0000,-1.0000,-1.0000,0.0020,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0048,0.0048,-1.0000,-1.0000,0.0058,B,OUTonly,b079-29,nosample,nosample,0.0014,0.0023,0.0011
2228,79,17,9,2008,12.35,Boussole,B0790903,43.364,7.906,9,79,3,-9,-9,2.29,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0015,0.0064,-1.0000,-1.0000,-1.0000,0.0069,-1.0000,-1.0000,-1.0000,0.0014,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0229,0.0229,-1.0000,-1.0000,0.0195,B,OUTonly,b079-30,nosample,nosample,0.0014,0.0109,0.0106
2229,79,17,9,2008,12.35,Boussole,B0790904,43.364,7.906,9,69,4,-9,-9,2.29,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0034,0.0105,-1.0000,-1.0000,-1.0000,0.0118,0.0009,-1.0000,-1.0000,0.0019,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0395,0.0395,-1.0000,-1.0000,0.0326,B,OUTonly,b079-31,nosample,nosample,0.0020,0.0196,0.0179
2230,79,17,9,2008,12.35,Boussole,B0790905,43.364,7.906,9,59,5,-9,-9,2.29,0.0138,0.0112,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0199,0.0381,-1.0000,-1.0000,-1.0000,0.0510,0.0039,-1.0000,-1.0000,0.0024,-1.0000,-1.0000,0.0071,0.0071,-1.0000,-1.0000,0.1520,0.1520,0.0029,-1.0000,0.1347,B,OUTonly,b079-32,nosample,nosample,0.0104,0.0810,0.0606
2231,79,17,9,2008,12.35,Boussole,B0790906,43.364,7.906,9,51,6,-9,-9,2.29,0.0282,0.0257,-1.0000,-1.0000,0.0015,0.0026,-1.0000,0.0326,0.0599,-1.0000,-1.0000,-1.0000,0.0970,0.0074,-1.0000,-1.0000,0.0059,-1.0000,-1.0000,0.0148,0.0148,-1.0000,-1.0000,0.2820,0.2835,0.0058,-1.0000,0.2427,B,OUTonly,b079-33,nosample,nosample,0.0234,0.1572,0.1029
2232,79,17,9,2008,12.35,Boussole,B0790907,43.364,7.906,9,40,7,-9,-9,2.29,0.0799,0.0812,-1.0000,-1.0000,0.0060,0.0260,0.0161,0.0830,0.0945,0.0061,0.0065,0.0015,0.2248,0.0207,0.0036,0.0011,0.0208,-1.0000,-1.0000,0.0569,0.0569,0.0007,-1.0000,0.6035,0.6095,0.0147,0.0041,0.5620,B,OUTonly,b079-34,nosample,nosample,0.0817,0.3435,0.1843
2233,79,17,9,2008,12.35,Boussole,B0790908,43.364,7.906,9,29,8,-9,-9,2.29,0.0849,0.1038,-1.0000,-1.0000,0.0085,0.0441,0.0177,0.1035,0.0507,0.0073,0.0063,0.0022,0.3388,0.0337,0.0045,0.0037,0.0286,0.0030,-1.0000,0.0637,0.0637,0.0013,-1.0000,0.6767,0.6852,0.0163,0.0077,0.6918,B,OUTonly,b079-35,nosample,nosample,0.0881,0.4647,0.1324
2234,79,17,9,2008,12.35,Boussole,B0790910,43.364,7.906,9,10,10,-9,-9,2.29,-1.0000,0.0057,-1.0000,-1.0000,0.0015,0.0033,-1.0000,0.0045,0.0052,-1.0000,-1.0000,0.0009,0.0191,0.0058,0.0009,0.0009,0.0452,-1.0000,-1.0000,0.0098,0.0098,0.0011,0.0128,0.1086,0.1229,0.0085,-1.0000,0.0871,B,OUTonly,b079-36,nosample,nosample,0.0688,0.0372,0.0169
2235,79,17,9,2008,12.35,Boussole,B0790911,43.364,7.906,9,5,11,-9,-9,2.29,-1.0000,0.0049,-1.0000,-1.0000,-1.0000,0.0031,-1.0000,0.0049,0.0049,-1.0000,-1.0000,-1.0000,0.0216,0.0064,0.0009,0.0015,0.0410,-1.0000,-1.0000,0.0089,0.0089,0.0014,0.0100,0.1028,0.1128,0.0079,-1.0000,0.0852,B,OUTonly,b079-37,nosample,nosample,0.0586,0.0393,0.0149
2236,80,13,10,2008,7.88,Boussole,B0800101,43.369,7.9,1,200,1,-9,-9,2.35,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0013,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0027,0.0027,-1.0000,-1.0000,0.0017,B,OUTonly,b080-05,nosample,nosample,0.0000,0.0027,0.0000
2237,80,13,10,2008,7.88,Boussole,B0800102,43.369,7.9,1,150,2,-9,-9,2.35,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0028,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0036,B,OUTonly,b080-06,nosample,nosample,0.0000,0.0000,0.0000
2238,80,13,10,2008,7.88,Boussole,B0800103,43.369,7.9,1,80,3,-9,-9,2.35,0.0071,0.0032,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0120,0.0156,-1.0000,-1.0000,-1.0000,0.0196,0.0017,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0021,0.0021,-1.0000,-1.0000,0.0539,0.0539,-1.0000,-1.0000,0.0532,B,OUTonly,b080-07,nosample,nosample,0.0021,0.0295,0.0223
2239,80,13,10,2008,7.88,Boussole,B0800104,43.369,7.9,1,70,4,-9,-9,2.35,0.0112,0.0060,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0214,0.0231,-1.0000,-1.0000,-1.0000,0.0252,0.0023,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0045,0.0045,-1.0000,-1.0000,0.0803,0.0803,0.0021,-1.0000,0.0766,B,OUTonly,b080-08,nosample,nosample,0.0048,0.0414,0.0341
2240,80,13,10,2008,7.88,Boussole,B0800105,43.369,7.9,1,60,5,-9,-9,2.35,0.0243,0.0154,-1.0000,-1.0000,-1.0000,0.0034,-1.0000,0.0456,0.0465,0.0024,0.0025,0.0008,0.0354,0.0043,0.0014,-1.0000,0.0025,0.0002,-1.0000,0.0159,0.0159,-1.0000,-1.0000,0.1628,0.1628,0.0053,-1.0000,0.1503,B,OUTonly,b080-09,nosample,nosample,0.0197,0.0669,0.0762
2241,80,13,10,2008,7.88,Boussole,B0800106,43.369,7.9,1,50,6,-9,-9,2.35,0.0507,0.0411,-1.0000,-1.0000,-1.0000,0.0178,0.0096,0.0654,0.0931,-1.0000,0.0082,0.0034,0.0967,0.0111,0.0051,-1.0000,0.0143,0.0017,-1.0000,0.0950,0.0950,0.0003,-1.0000,0.4446,0.4446,0.0198,0.0047,0.4134,B,OUTonly,b080-10,nosample,nosample,0.1164,0.1600,0.1682
2242,80,13,10,2008,7.88,Boussole,B0800107,43.369,7.9,1,40,7,-9,-9,2.35,0.0634,0.0542,-1.0000,-1.0000,0.0039,0.0325,0.0119,0.0711,0.0676,0.0380,0.0079,0.0034,0.1863,0.0161,0.0047,0.0009,0.0443,0.0028,-1.0000,0.1250,0.1250,0.0011,-1.0000,0.5945,0.5984,0.0310,0.0055,0.5698,B,OUTonly,b080-13,nosample,nosample,0.1726,0.2776,0.1482
2243,80,13,10,2008,7.88,Boussole,B0800108,43.369,7.9,1,30,8,-9,-9,2.35,0.0840,0.0913,-1.0000,-1.0000,0.0043,0.0907,0.0136,0.0817,0.0418,0.0379,0.0126,0.0076,0.3638,0.0372,0.0054,0.0022,0.0773,0.0039,-1.0000,0.1587,0.1587,0.0031,0.0167,0.8303,0.8514,0.0419,0.0071,0.9075,B,OUTonly,b080-11,nosample,nosample,0.2128,0.4634,0.1753
2244,80,13,10,2008,7.88,Boussole,B0800109,43.369,7.9,1,20,9,-9,-9,2.35,0.0316,0.0387,-1.0000,-1.0000,0.0020,0.0331,-1.0000,0.0389,0.0202,0.0082,0.0017,0.0038,0.1563,0.0226,0.0030,0.0018,0.0515,0.0027,-1.0000,0.0554,0.0554,0.0023,0.0178,0.3989,0.4188,0.0252,0.0034,0.3893,B,OUTonly,removed,nosample,nosample,0.1078,0.2301,0.0808
2245,80,13,10,2008,7.88,Boussole,B0800110,43.369,7.9,1,10,10,-9,-9,2.35,0.0086,0.0148,-1.0000,-1.0000,-1.0000,0.0083,-1.0000,0.0170,0.0092,0.0038,-1.0000,0.0043,0.0588,0.0140,0.0009,0.0013,0.0336,0.0028,-1.0000,0.0303,0.0303,0.0019,0.0139,0.1897,0.2036,0.0146,-1.0000,0.1653,B,OUTonly,b080-14,nosample,nosample,0.0733,0.0999,0.0304
2246,80,13,10,2008,7.88,Boussole,B0800111,43.369,7.9,1,5,11,-9,-9,2.35,0.0069,0.0132,-1.0000,-1.0000,-1.0000,0.0088,-1.0000,0.0160,0.0091,0.0032,-1.0000,0.0039,0.0518,0.0146,0.0011,0.0012,0.0394,0.0028,-1.0000,0.0288,0.0288,0.0019,0.0154,0.1858,0.2012,0.0150,-1.0000,0.1603,B,OUTonly,b080-15,nosample,nosample,0.0791,0.0905,0.0317
2247,80,14,10,2008,9.22,Boussole,B0800801,43.368,7.895,8,202,1,-9,-9,2.35,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0007,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0023,0.0023,-1.0000,-1.0000,0.0009,B,OUTonly,b080-16,nosample,nosample,0.0000,0.0023,0.0000
2248,80,14,10,2008,9.22,Boussole,B0800802,43.368,7.895,8,150,2,-9,-9,2.35,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0034,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0054,0.0054,-1.0000,-1.0000,0.0043,B,OUTonly,b080-17,nosample,nosample,0.0000,0.0054,0.0000
2249,80,14,10,2008,9.22,Boussole,B0800803,43.368,7.895,8,80,3,-9,-9,2.35,0.0025,0.0016,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0044,0.0104,-1.0000,-1.0000,-1.0000,0.0142,0.0011,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0331,0.0331,0.0011,-1.0000,0.0342,B,OUTonly,b080-18,nosample,nosample,0.0000,0.0189,0.0142
2250,80,14,10,2008,9.22,Boussole,B0800804,43.368,7.895,8,70,4,-9,-9,2.35,0.0080,0.0035,-1.0000,-1.0000,-1.0000,0.0010,-1.0000,0.0127,0.0189,-1.0000,-1.0000,-1.0000,0.0232,0.0021,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0030,0.0030,-1.0000,-1.0000,0.0631,0.0631,0.0018,-1.0000,0.0650,B,OUTonly,b080-19,nosample,nosample,0.0029,0.0329,0.0272
2251,80,14,10,2008,9.22,Boussole,B0800805,43.368,7.895,8,60,5,-9,-9,2.35,0.0211,0.0137,-1.0000,-1.0000,-1.0000,0.0044,0.0058,0.0340,0.0569,0.0024,0.0020,0.0007,0.0354,0.0049,0.0013,-1.0000,0.0028,-1.0000,-1.0000,0.0153,0.0153,-1.0000,-1.0000,0.1703,0.1703,0.0054,0.0029,0.1619,B,OUTonly,b080-20,nosample,nosample,0.0188,0.0606,0.0909
2252,80,14,10,2008,9.22,Boussole,B0800806,43.368,7.895,8,50,6,-9,-9,2.35,0.0426,0.0352,-1.0000,-1.0000,-1.0000,0.0255,0.0102,0.0469,0.1073,0.0159,0.0055,0.0021,0.0832,0.0111,0.0044,-1.0000,0.0072,0.0007,-1.0000,0.0615,0.0615,0.0004,-1.0000,0.3774,0.3774,0.0146,0.0060,0.3803,B,OUTonly,b080-21,nosample,nosample,0.0678,0.1238,0.1858
2253,80,14,10,2008,9.22,Boussole,B0800807,43.368,7.895,8,40,7,-9,-9,2.35,0.0570,0.0580,-1.0000,-1.0000,0.0037,0.0503,0.0218,0.0627,0.1098,0.0932,0.0122,0.0050,0.1703,0.0190,0.0047,-1.0000,0.0349,0.0033,-1.0000,0.2387,0.2387,0.0012,-1.0000,0.7456,0.7493,0.0375,0.0099,0.7379,B,OUTonly,b080-22,nosample,nosample,0.2753,0.2448,0.2292
2254,80,14,10,2008,9.22,Boussole,B0800808,43.368,7.895,8,30,8,-9,-9,2.35,0.0945,0.0935,-1.0000,-1.0000,0.0057,0.0881,0.0175,0.0899,0.0763,0.0909,0.0172,0.0077,0.3692,0.0341,0.0053,-1.0000,0.0736,0.0040,-1.0000,0.2648,0.2648,0.0028,0.0154,1.0051,1.0261,0.0503,0.0095,1.0661,B,OUTonly,b080-23,nosample,nosample,0.3183,0.4846,0.2231
2255,80,14,10,2008,9.22,Boussole,B0800809,43.368,7.895,8,20,9,-9,-9,2.35,0.0510,0.0609,-1.0000,-1.0000,0.0027,0.0612,0.0103,0.0559,0.0376,0.0280,0.0049,0.0057,0.2378,0.0275,0.0043,0.0018,0.0661,0.0030,-1.0000,0.1088,0.1088,0.0029,0.0201,0.6136,0.6364,0.0360,0.0057,0.6302,B,OUTonly,b080-24,nosample,nosample,0.1684,0.3273,0.1407
2256,80,14,10,2008,9.22,Boussole,B0800810,43.368,7.895,8,9,10,-9,-9,2.35,0.0171,0.0235,-1.0000,-1.0000,-1.0000,0.0192,-1.0000,0.0248,0.0147,0.0085,0.0011,0.0046,0.0950,0.0161,0.0017,0.0012,0.0478,0.0025,-1.0000,0.0451,0.0451,0.0023,0.0185,0.2820,0.3005,0.0197,-1.0000,0.2648,B,OUTonly,b080-25,nosample,nosample,0.0983,0.1479,0.0542
2257,80,14,10,2008,9.22,Boussole,B0800811,43.368,7.895,8,5,11,-9,-9,2.35,0.0068,0.0121,-1.0000,-1.0000,-1.0000,0.0088,-1.0000,0.0151,0.0085,0.0034,-1.0000,0.0043,0.0519,0.0127,0.0009,0.0011,0.0365,0.0027,-1.0000,0.0270,0.0270,0.0014,0.0128,0.1850,0.1979,0.0142,-1.0000,0.1548,B,OUTonly,b080-26,nosample,nosample,0.0750,0.0917,0.0312
